locale,status,label_key,json_file,translated_value,original_en_value,en_length,translated_length
af,translated,connect_wallet,main.json,Koppel Beursie,Connect Wallet,14,14
af,translated,unknown_transaction_status,main.json,Onbekende transaksie status.,Unknown transaction status.,27,28
af,translated,switch_network,main.json,Skakel Netwerk,Switch Network,14,14
af,translated,pending_subtext,main.json,Jy sal {{amount}} {{fromToken}} ontvang in nie meer as {{bridgingTime}} nie. Fondse word outomaties oorgedra vanaf jou gekoppelde Tari Universe-beursie. Jy hoef niks anders te doen nie.,You'll receive {{amount}} {{fromToken}} in no more than {{bridgingTime}}. Funds are automatically transferred from your linked Tari Universe wallet. You don't need to do anything else.,184,185
af,translated,view_faqs,main.json,Sien Vrae,View FAQs,9,9
af,translated,conversion_complete,main.json,Jou {{toToken}}-omskakeling is voltooi en jou fondse is in die gespesifiseerde adres gedeponeer.,Your {{toToken}} conversion has been complete and your funds have been deposited into the address specified.,108,96
af,translated,something_went_wrong,main.json,Iets het verkeerd geloop,Something went wrong,20,24
af,translated,amount_to_receive,main.json,Bedrag om te ontvang,Amount to receive,17,20
af,translated,success_unwrapped,main.json,Ons het jou {{amount}} {{fromToken}} ontverpak!,We've unwrapped your {{amount}} {{fromToken}}!,46,47
af,translated,clock_icon_alt,main.json,Klok-ikoon,Clock icon,10,10
af,translated,transaction_details,main.json,Transaksiebesonderhede,Transaction Details,19,22
af,translated,wrapping,main.json,verpakking,wrapping,8,10
af,translated,view_smart_contract_audit,main.json,Sien slimkontrak-oudit,View smart contract audit,25,22
af,translated,done,main.json,Gedoen,Done,4,6
af,translated,timeout_title,main.json,Oeps! Jou transaksie het tydsverloop!,Oops! Your transaction has timed out!,37,37
af,translated,start_bridging,main.json,Begin Oorbrug,Start Bridging,14,13
af,translated,unwrapped,main.json,ontverpak,unwrapped,9,9
af,translated,bridge_one_way_notice,main.json,"Tari Bridge werk tans eenrigting (XTM na wXTM). Tari-bydraers verwag om wXTM-ontverpakking in Julie 2025 of vroeër te loods.
Vir meer inligting oor Tari Bridge, asseblief","Tari Bridge currently operates one way (XTM to wXTM). Tari contributors expect to launch wXTM unwrapping in July 2025 or sooner.
For more information about Tari Bridge please",174,170
af,translated,bridge_title_suffix_inline,main.json,na enige ketting,to any chain,12,16
af,translated,xtm_token,main.json,XTM,XTM,3,3
af,translated,click_to_switch,main.json,Klik om te skakel,Click to switch,15,17
af,translated,tick_icon_alt,main.json,Merk-ikoon,Tick icon,9,10
af,translated,see_faq,main.json,sien ons Vrae,see our FAQ,11,13
af,translated,timeout_subtext,main.json,Ons kon nie jou verpakkingsversoek betyds voltooi nie. Jou XTM bly veilig in jou Tari-beursie  dit is nie afgetrek of geskuif nie.,We couldn't complete your wrapping request in time. Your XTM remains safe in your Tari wallet  it hasn't been deducted or moved.,129,131
af,translated,network_icon_alt,main.json,{{network}} ikoon,{{network}} icon,16,17
hi,translated,success_title,main.json,हमने आपका {{amount}} {{fromToken}} {{action}} कर दिया है!,We've {{action}} your {{amount}} {{fromToken}}!,47,57
hi,translated,amount_to_bridge,main.json,ब्रिज करने के लिए राशि,Amount to Bridge,16,22
hi,translated,bridge_description_prefix,main.json,Ethereum पर wXTM बनाने के लिए XTM को रैप करें। wXTM आपका रोज़मर्रा का Ethereum टोकन नहीं है। यह एक शक्तिशाली ,"Wrap XTM to create wXTM on Ethereum. wXTM isn't your
everyday Ethereum token anon. It's a powerful ",99,109
hi,translated,transaction_id,main.json,लेन-देन आईडी,Transaction ID,14,12
hi,translated,wrap_failed_message,main.json,"हम समय पर आपकी रैपिंग अनुरोध को पूरा नहीं कर सके।
आपका XTM आपके Tari वॉलेट में सुरक्षित है  इसे घटाया या स्थानांतरित नहीं किया गया है।","We couldn't complete your wrapping request in time.
Your XTM remains safe in your Tari wallet  it hasn't been deducted or moved.",129,135
hi,translated,having_trouble,main.json,कोई समस्या हो रही है?,Having trouble?,15,21
hi,translated,max,main.json,अधिकतम,MAX,3,6
hi,translated,processing_title,main.json,पुष्टि की प्रतीक्षा कर रहे हैं...,Waiting for confirmation...,27,33
hi,translated,continue,main.json,जारी रखें,Continue,8,9
hi,translated,bridge_description_suffix,main.json, जो भविष्य में आपकी इच्छित किसी भी चेन पर मौजूद हो सकता है।, that in future can exist on nearly any chain you desire.,57,59
hi,translated,wrapped,main.json,रैप किया गया,wrapped,7,12
hi,translated,connect_wallet_title,main.json,एक वॉलेट कनेक्ट करें,Connect a Wallet,16,20
hi,translated,eth_mainnet,main.json,ETH मुख्य नेटवर्क,ETH MAINNET,11,17
hi,translated,tokens_received_title,main.json,{{fromToken}} प्राप्त हुआ - जल्द ही रैप किया जाएगा,{{fromToken}} received - wrapping soon,38,50
hi,translated,retry,main.json,पुनः प्रयास करें,Retry,5,16
hi,translated,processing_subtext,main.json,हमने आपका अनुरोध प्राप्त कर लिया है। प्रक्रिया शुरू होते ही आपकी राशि रैप कर दी जाएगी। कोई कार्रवाई आवश्यक नहीं है।,We've received your request. Your funds will be wrapped as soon as the process begins. No action is needed.,107,115
hi,translated,please_connect_supported_network,main.json,कृपया जारी रखने के लिए हमारे समर्थित नेटवर्क में से एक से कनेक्ट करें,Please connect to one of our supported networks to continue,59,69
hi,translated,unwrapping,main.json,अनरैपिंग,unwrapping,10,8
hi,translated,layerzero_oft,main.json,"लेयरज़ीरो 
OFT","LayerZero 
OFT",14,14
hi,translated,connect_wallet_subtitle,main.json,यह आपके wXTM के लिए गंतव्य होगा,This will be the destination for your wXTM,42,31
hi,translated,bridge_title_prefix,main.json,अपने को ब्रिज करें,Bridge your,11,18
hi,translated,close,main.json,बंद करें,Close,5,8
hi,translated,destination_address,main.json,गंतव्य पता,Destination address,19,10
hi,translated,pending_title,main.json,हम आपका {{amount}} {{fromToken}} {{action}} कर रहे हैं,We're {{action}} your {{amount}} {{fromToken}},46,54
hi,translated,tokens_received_subtext,main.json,हमने आपका {{fromToken}} प्राप्त कर लिया है। रैपिंग कतार में है और जल्द ही शुरू होगी। पूरा होने पर आपको आपके Ethereum पते पर wXTM मिलेगा।,We've received your {{fromToken}}. Wrapping is queued and will begin shortly. You'll get wXTM at your Ethereum address once complete.,133,136
hi,translated,success_wrapped,main.json,हमने आपका {{amount}} {{fromToken}} रैप कर दिया है!,We've wrapped your {{amount}} {{fromToken}}!,44,50
hi,translated,success_subtext,main.json,आपका wXTM रूपांतरण पूरा हो गया है और आपकी राशि निर्दिष्ट पते में जमा कर दी गई है।,Your wXTM conversion has been complete and your funds have been deposited into the address specified.,101,81
hi,translated,timeout_icon_alt,main.json,समय समाप्त,Timeout,7,10
hi,translated,wallet_icon_alt,main.json,वॉलेट आइकन,Wallet icon,11,10
hi,translated,bridge_title_suffix_break,main.json,किसी भी चेन पर,"to 
 any chain",14,14
hi,translated,connect_wallet,main.json,वॉलेट कनेक्ट करें,Connect Wallet,14,17
hi,translated,unknown_transaction_status,main.json,अज्ञात लेन-देन स्थिति।,Unknown transaction status.,27,22
hi,translated,switch_network,main.json,नेटवर्क बदलें,Switch Network,14,13
hi,translated,pending_subtext,main.json,आपको {{bridgingTime}} से अधिक समय में {{amount}} {{fromToken}} प्राप्त होगा। आपकी राशि आपके लिंक किए गए Tari Universe वॉलेट से स्वचालित रूप से स्थानांतरित हो जाएगी। आपको कुछ और करने की आवश्यकता नहीं है।,You'll receive {{amount}} {{fromToken}} in no more than {{bridgingTime}}. Funds are automatically transferred from your linked Tari Universe wallet. You don't need to do anything else.,184,202
hi,translated,view_faqs,main.json,सामान्य प्रश्न देखें,View FAQs,9,20
hi,translated,conversion_complete,main.json,आपका {{toToken}} रूपांतरण पूरा हो गया है और आपकी राशि निर्दिष्ट पते में जमा कर दी गई है।,Your {{toToken}} conversion has been complete and your funds have been deposited into the address specified.,108,88
hi,translated,something_went_wrong,main.json,कुछ गलत हो गया,Something went wrong,20,14
hi,translated,amount_to_receive,main.json,प्राप्त करने के लिए राशि,Amount to receive,17,24
hi,translated,success_unwrapped,main.json,हमने आपका {{amount}} {{fromToken}} अनरैप कर दिया है!,We've unwrapped your {{amount}} {{fromToken}}!,46,52
hi,translated,clock_icon_alt,main.json,घड़ी आइकन,Clock icon,10,9
hi,translated,transaction_details,main.json,लेन-देन विवरण,Transaction Details,19,13
hi,translated,wrapping,main.json,रैपिंग,wrapping,8,6
hi,translated,view_smart_contract_audit,main.json,स्मार्ट कॉन्ट्रैक्ट ऑडिट देखें,View smart contract audit,25,30
hi,translated,done,main.json,हो गया,Done,4,6
hi,translated,timeout_title,main.json,ओह! आपका लेन-देन समय समाप्त हो गया है!,Oops! Your transaction has timed out!,37,38
hi,translated,start_bridging,main.json,ब्रिजिंग शुरू करें,Start Bridging,14,18
hi,translated,unwrapped,main.json,अनरैप किया गया,unwrapped,9,14
hi,translated,bridge_one_way_notice,main.json,"Tari ब्रिज वर्तमान में एक दिशा में काम करता है (XTM से wXTM)। Tari योगदानकर्ता जुलाई 2025 या उससे पहले wXTM अनरैपिंग लॉन्च करने की उम्मीद करते हैं।
Tari ब्रिज के बारे में अधिक जानकारी के लिए कृपया","Tari Bridge currently operates one way (XTM to wXTM). Tari contributors expect to launch wXTM unwrapping in July 2025 or sooner.
For more information about Tari Bridge please",174,196
hi,translated,bridge_title_suffix_inline,main.json,किसी भी चेन पर,to any chain,12,14
hi,translated,xtm_token,main.json,XTM,XTM,3,3
hi,translated,click_to_switch,main.json,बदलने के लिए क्लिक करें,Click to switch,15,23
hi,translated,tick_icon_alt,main.json,टिक आइकन,Tick icon,9,8
hi,translated,see_faq,main.json,हमारे सामान्य प्रश्न देखें,see our FAQ,11,26
hi,translated,timeout_subtext,main.json,हम समय पर आपकी रैपिंग अनुरोध को पूरा नहीं कर सके। आपका XTM आपके Tari वॉलेट में सुरक्षित है  इसे घटाया या स्थानांतरित नहीं किया गया है।,We couldn't complete your wrapping request in time. Your XTM remains safe in your Tari wallet  it hasn't been deducted or moved.,129,135
hi,translated,network_icon_alt,main.json,{{network}} आइकन,{{network}} icon,16,16
de,translated,success_title,main.json,Wir haben {{action}} Ihre {{amount}} {{fromToken}}!,We've {{action}} your {{amount}} {{fromToken}}!,47,51
de,translated,amount_to_bridge,main.json,Betrag zum Überbrücken,Amount to Bridge,16,22
de,translated,bridge_description_prefix,main.json,"Wickeln Sie XTM ein, um wXTM auf Ethereum zu erstellen. wXTM ist nicht Ihr alltäglicher Ethereum-Token, Anonym. Es ist ein mächtiger ","Wrap XTM to create wXTM on Ethereum. wXTM isn't your
everyday Ethereum token anon. It's a powerful ",99,133
de,translated,transaction_id,main.json,Transaktions-ID,Transaction ID,14,15
de,translated,wrap_failed_message,main.json,"Wir konnten Ihre Wickelanfrage nicht rechtzeitig abschließen.
Ihr XTM bleibt sicher in Ihrer Tari-Wallet  es wurde nicht abgezogen oder bewegt.","We couldn't complete your wrapping request in time.
Your XTM remains safe in your Tari wallet  it hasn't been deducted or moved.",129,144
de,translated,having_trouble,main.json,Haben Sie Probleme?,Having trouble?,15,19
de,translated,max,main.json,MAX,MAX,3,3
de,translated,processing_title,main.json,Warten auf Bestätigung...,Waiting for confirmation...,27,25
de,translated,continue,main.json,Fortfahren,Continue,8,10
de,translated,bridge_description_suffix,main.json, das in Zukunft auf fast jeder gewünschten Kette existieren kann., that in future can exist on nearly any chain you desire.,57,65
de,translated,wrapped,main.json,eingewickelt,wrapped,7,12
de,translated,connect_wallet_title,main.json,Eine Wallet verbinden,Connect a Wallet,16,21
de,translated,eth_mainnet,main.json,ETH MAINNET,ETH MAINNET,11,11
de,translated,tokens_received_title,main.json,{{fromToken}} erhalten - wird bald eingewickelt,{{fromToken}} received - wrapping soon,38,47
de,translated,retry,main.json,Erneut versuchen,Retry,5,16
de,translated,processing_subtext,main.json,"Wir haben Ihre Anfrage erhalten. Ihre Mittel werden eingewickelt, sobald der Prozess beginnt. Es ist keine Aktion erforderlich.",We've received your request. Your funds will be wrapped as soon as the process begins. No action is needed.,107,127
de,translated,please_connect_supported_network,main.json,"Bitte verbinden Sie sich mit einem unserer unterstützten Netzwerke, um fortzufahren",Please connect to one of our supported networks to continue,59,83
de,translated,unwrapping,main.json,auswickeln,unwrapping,10,10
de,translated,layerzero_oft,main.json,"LayerZero 
OFT","LayerZero 
OFT",14,14
de,translated,connect_wallet_subtitle,main.json,Dies wird das Ziel für Ihr wXTM sein,This will be the destination for your wXTM,42,36
de,translated,bridge_title_prefix,main.json,Überbrücken Sie Ihr,Bridge your,11,19
de,translated,close,main.json,Schließen,Close,5,9
de,translated,destination_address,main.json,Zieladresse,Destination address,19,11
de,translated,pending_title,main.json,Wir {{action}} Ihre {{amount}} {{fromToken}},We're {{action}} your {{amount}} {{fromToken}},46,44
de,translated,tokens_received_subtext,main.json,"Wir haben Ihr {{fromToken}} erhalten. Das Einwickeln ist in der Warteschlange und beginnt in Kürze. Sie erhalten wXTM an Ihrer Ethereum-Adresse, sobald es abgeschlossen ist.",We've received your {{fromToken}}. Wrapping is queued and will begin shortly. You'll get wXTM at your Ethereum address once complete.,133,173
de,translated,success_wrapped,main.json,Wir haben Ihre {{amount}} {{fromToken}} eingewickelt!,We've wrapped your {{amount}} {{fromToken}}!,44,53
de,translated,success_subtext,main.json,Ihre wXTM-Konvertierung ist abgeschlossen und Ihre Mittel wurden in die angegebene Adresse eingezahlt.,Your wXTM conversion has been complete and your funds have been deposited into the address specified.,101,102
de,translated,timeout_icon_alt,main.json,Zeitüberschreitung,Timeout,7,18
de,translated,wallet_icon_alt,main.json,Wallet-Symbol,Wallet icon,11,13
de,translated,bridge_title_suffix_break,main.json,"zu 
 jeder Kette","to 
 any chain",14,16
de,translated,connect_wallet,main.json,Wallet verbinden,Connect Wallet,14,16
de,translated,unknown_transaction_status,main.json,Unbekannter Transaktionsstatus.,Unknown transaction status.,27,31
de,translated,switch_network,main.json,Netzwerk wechseln,Switch Network,14,17
de,translated,pending_subtext,main.json,Sie erhalten {{amount}} {{fromToken}} in nicht mehr als {{bridgingTime}}. Die Mittel werden automatisch von Ihrer verknüpften Tari Universe-Wallet übertragen. Sie müssen nichts weiter tun.,You'll receive {{amount}} {{fromToken}} in no more than {{bridgingTime}}. Funds are automatically transferred from your linked Tari Universe wallet. You don't need to do anything else.,184,188
de,translated,view_faqs,main.json,FAQs anzeigen,View FAQs,9,13
de,translated,conversion_complete,main.json,Ihre {{toToken}}-Konvertierung ist abgeschlossen und Ihre Mittel wurden in die angegebene Adresse eingezahlt.,Your {{toToken}} conversion has been complete and your funds have been deposited into the address specified.,108,109
de,translated,something_went_wrong,main.json,Etwas ist schief gelaufen,Something went wrong,20,25
de,translated,amount_to_receive,main.json,Zu erhaltender Betrag,Amount to receive,17,21
de,translated,success_unwrapped,main.json,Wir haben Ihre {{amount}} {{fromToken}} ausgewickelt!,We've unwrapped your {{amount}} {{fromToken}}!,46,53
de,translated,clock_icon_alt,main.json,Uhr-Symbol,Clock icon,10,10
de,translated,transaction_details,main.json,Transaktionsdetails,Transaction Details,19,19
de,translated,wrapping,main.json,einwickeln,wrapping,8,10
de,translated,view_smart_contract_audit,main.json,Smart-Contract-Prüfung anzeigen,View smart contract audit,25,31
de,translated,done,main.json,Fertig,Done,4,6
de,translated,timeout_title,main.json,Ups! Ihre Transaktion ist abgelaufen!,Oops! Your transaction has timed out!,37,37
de,translated,start_bridging,main.json,Überbrückung starten,Start Bridging,14,20
de,translated,unwrapped,main.json,ausgewickelt,unwrapped,9,12
de,translated,bridge_one_way_notice,main.json,"Tari Bridge funktioniert derzeit einseitig (XTM zu wXTM). Tari-Mitwirkende erwarten, dass das Auswickeln von wXTM im Juli 2025 oder früher gestartet wird.
Für weitere Informationen über Tari Bridge bitte","Tari Bridge currently operates one way (XTM to wXTM). Tari contributors expect to launch wXTM unwrapping in July 2025 or sooner.
For more information about Tari Bridge please",174,203
de,translated,bridge_title_suffix_inline,main.json,zu jeder Kette,to any chain,12,14
de,translated,xtm_token,main.json,XTM,XTM,3,3
de,translated,click_to_switch,main.json,Klicken zum Wechseln,Click to switch,15,20
de,translated,tick_icon_alt,main.json,Häkchen-Symbol,Tick icon,9,14
de,translated,see_faq,main.json,sehen Sie unser FAQ,see our FAQ,11,19
de,translated,timeout_subtext,main.json,Wir konnten Ihre Wickelanfrage nicht rechtzeitig abschließen. Ihr XTM bleibt sicher in Ihrer Tari-Wallet  es wurde nicht abgezogen oder bewegt.,We couldn't complete your wrapping request in time. Your XTM remains safe in your Tari wallet  it hasn't been deducted or moved.,129,144
de,translated,network_icon_alt,main.json,{{network}}-Symbol,{{network}} icon,16,18
ko,translated,success_title,main.json,귀하의 {{amount}} {{fromToken}}을(를) {{action}}했습니다!,We've {{action}} your {{amount}} {{fromToken}}!,47,48
ko,translated,amount_to_bridge,main.json,브리지할 금액,Amount to Bridge,16,7
ko,translated,bridge_description_prefix,main.json,XTM을 랩핑하여 Ethereum에서 wXTM을 생성하세요. wXTM은 일반적인 Ethereum 토큰이 아닙니다. 강력한 ,"Wrap XTM to create wXTM on Ethereum. wXTM isn't your
everyday Ethereum token anon. It's a powerful ",99,68
ko,translated,transaction_id,main.json,거래 ID,Transaction ID,14,5
ko,translated,wrap_failed_message,main.json,"랩핑 요청을 제시간에 완료할 수 없었습니다.
귀하의 XTM은 Tari 지갑에 안전하게 보관되어 있으며, 차감되거나 이동되지 않았습니다.","We couldn't complete your wrapping request in time.
Your XTM remains safe in your Tari wallet  it hasn't been deducted or moved.",129,75
ko,translated,having_trouble,main.json,문제가 있습니까?,Having trouble?,15,9
ko,translated,max,main.json,최대,MAX,3,2
ko,translated,processing_title,main.json,확인 대기 중...,Waiting for confirmation...,27,10
ko,translated,continue,main.json,계속,Continue,8,2
ko,translated,bridge_description_suffix,main.json, 미래에는 원하는 거의 모든 체인에서 존재할 수 있습니다., that in future can exist on nearly any chain you desire.,57,32
ko,translated,wrapped,main.json,랩핑됨,wrapped,7,3
ko,translated,connect_wallet_title,main.json,지갑 연결,Connect a Wallet,16,5
ko,translated,eth_mainnet,main.json,ETH 메인넷,ETH MAINNET,11,7
ko,translated,tokens_received_title,main.json,{{fromToken}} 수신됨 - 곧 랩핑됩니다,{{fromToken}} received - wrapping soon,38,27
ko,translated,retry,main.json,재시도,Retry,5,3
ko,translated,processing_subtext,main.json,요청을 받았습니다. 프로세스가 시작되면 자금이 랩핑됩니다. 추가 조치는 필요하지 않습니다.,We've received your request. Your funds will be wrapped as soon as the process begins. No action is needed.,107,50
ko,translated,please_connect_supported_network,main.json,계속하려면 지원되는 네트워크 중 하나에 연결하세요,Please connect to one of our supported networks to continue,59,27
ko,translated,unwrapping,main.json,언랩핑,unwrapping,10,3
ko,translated,layerzero_oft,main.json,"LayerZero 
OFT","LayerZero 
OFT",14,14
ko,translated,connect_wallet_subtitle,main.json,이것이 귀하의 wXTM의 목적지가 됩니다,This will be the destination for your wXTM,42,22
ko,translated,bridge_title_prefix,main.json,브리지할,Bridge your,11,4
ko,translated,close,main.json,닫기,Close,5,2
ko,translated,destination_address,main.json,목적지 주소,Destination address,19,6
ko,translated,pending_title,main.json,귀하의 {{amount}} {{fromToken}}을(를) {{action}} 중입니다,We're {{action}} your {{amount}} {{fromToken}},46,48
ko,translated,tokens_received_subtext,main.json,귀하의 {{fromToken}}을(를) 받았습니다. 랩핑이 대기 중이며 곧 시작됩니다. 완료되면 Ethereum 주소로 wXTM을 받게 됩니다.,We've received your {{fromToken}}. Wrapping is queued and will begin shortly. You'll get wXTM at your Ethereum address once complete.,133,80
ko,translated,success_wrapped,main.json,귀하의 {{amount}} {{fromToken}}을(를) 랩핑했습니다!,We've wrapped your {{amount}} {{fromToken}}!,44,40
ko,translated,success_subtext,main.json,"wXTM 변환이 완료되었으며, 자금이 지정된 주소로 입금되었습니다.",Your wXTM conversion has been complete and your funds have been deposited into the address specified.,101,37
ko,translated,timeout_icon_alt,main.json,시간 초과,Timeout,7,5
ko,translated,wallet_icon_alt,main.json,지갑 아이콘,Wallet icon,11,6
ko,translated,bridge_title_suffix_break,main.json,어떤 체인으로든,"to 
 any chain",14,8
ko,translated,connect_wallet,main.json,지갑 연결,Connect Wallet,14,5
ko,translated,unknown_transaction_status,main.json,알 수 없는 거래 상태.,Unknown transaction status.,27,13
ko,translated,switch_network,main.json,네트워크 전환,Switch Network,14,7
ko,translated,pending_subtext,main.json,{{bridgingTime}} 내에 {{amount}} {{fromToken}}을(를) 받게 됩니다. 자금은 연결된 Tari Universe 지갑에서 자동으로 전송됩니다. 추가 조치는 필요하지 않습니다.,You'll receive {{amount}} {{fromToken}} in no more than {{bridgingTime}}. Funds are automatically transferred from your linked Tari Universe wallet. You don't need to do anything else.,184,113
ko,translated,view_faqs,main.json,FAQ 보기,View FAQs,9,6
ko,translated,conversion_complete,main.json,"귀하의 {{toToken}} 변환이 완료되었으며, 자금이 지정된 주소로 입금되었습니다.",Your {{toToken}} conversion has been complete and your funds have been deposited into the address specified.,108,48
ko,translated,something_went_wrong,main.json,문제가 발생했습니다,Something went wrong,20,10
ko,translated,amount_to_receive,main.json,받을 금액,Amount to receive,17,5
ko,translated,success_unwrapped,main.json,귀하의 {{amount}} {{fromToken}}을(를) 언랩핑했습니다!,We've unwrapped your {{amount}} {{fromToken}}!,46,41
ko,translated,clock_icon_alt,main.json,시계 아이콘,Clock icon,10,6
ko,translated,transaction_details,main.json,거래 세부 정보,Transaction Details,19,8
ko,translated,wrapping,main.json,랩핑,wrapping,8,2
ko,translated,view_smart_contract_audit,main.json,스마트 계약 감사 보기,View smart contract audit,25,12
ko,translated,done,main.json,완료,Done,4,2
ko,translated,timeout_title,main.json,이런! 거래가 시간 초과되었습니다!,Oops! Your transaction has timed out!,37,19
ko,translated,start_bridging,main.json,브리지 시작,Start Bridging,14,6
ko,translated,unwrapped,main.json,언랩핑됨,unwrapped,9,4
ko,translated,bridge_one_way_notice,main.json,"Tari Bridge는 현재 일방향으로 작동합니다 (XTM에서 wXTM으로). Tari 기여자들은 2025년 7월 또는 그 이전에 wXTM 언랩핑을 출시할 것으로 예상합니다.
Tari Bridge에 대한 자세한 정보는","Tari Bridge currently operates one way (XTM to wXTM). Tari contributors expect to launch wXTM unwrapping in July 2025 or sooner.
For more information about Tari Bridge please",174,121
ko,translated,bridge_title_suffix_inline,main.json,어떤 체인으로든,to any chain,12,8
ko,translated,xtm_token,main.json,XTM,XTM,3,3
ko,translated,click_to_switch,main.json,클릭하여 전환,Click to switch,15,7
ko,translated,tick_icon_alt,main.json,체크 아이콘,Tick icon,9,6
ko,translated,see_faq,main.json,FAQ 보기,see our FAQ,11,6
ko,translated,timeout_subtext,main.json,"랩핑 요청을 제시간에 완료할 수 없었습니다. 귀하의 XTM은 Tari 지갑에 안전하게 보관되어 있으며, 차감되거나 이동되지 않았습니다.",We couldn't complete your wrapping request in time. Your XTM remains safe in your Tari wallet  it hasn't been deducted or moved.,129,75
ko,translated,network_icon_alt,main.json,{{network}} 아이콘,{{network}} icon,16,15
id,translated,success_title,main.json,Kami telah {{action}} {{amount}} {{fromToken}} Anda!,We've {{action}} your {{amount}} {{fromToken}}!,47,52
id,translated,amount_to_bridge,main.json,Jumlah untuk Jembatan,Amount to Bridge,16,21
id,translated,bridge_description_prefix,main.json,Bungkus XTM untuk membuat wXTM di Ethereum. wXTM bukanlah token Ethereum biasa Anda. Ini adalah ,"Wrap XTM to create wXTM on Ethereum. wXTM isn't your
everyday Ethereum token anon. It's a powerful ",99,96
id,translated,transaction_id,main.json,ID Transaksi,Transaction ID,14,12
id,translated,wrap_failed_message,main.json,"Kami tidak dapat menyelesaikan permintaan pembungkusan Anda tepat waktu.
XTM Anda tetap aman di dompet Tari Anda  tidak dikurangi atau dipindahkan.","We couldn't complete your wrapping request in time.
Your XTM remains safe in your Tari wallet  it hasn't been deducted or moved.",129,148
id,translated,having_trouble,main.json,Mengalami masalah?,Having trouble?,15,18
id,translated,max,main.json,MAKS,MAX,3,4
id,translated,processing_title,main.json,Menunggu konfirmasi...,Waiting for confirmation...,27,22
id,translated,continue,main.json,Lanjutkan,Continue,8,9
id,translated,bridge_description_suffix,main.json, yang di masa depan dapat ada di hampir semua rantai yang Anda inginkan., that in future can exist on nearly any chain you desire.,57,72
id,translated,wrapped,main.json,dibungkus,wrapped,7,9
id,translated,connect_wallet_title,main.json,Hubungkan Dompet,Connect a Wallet,16,16
id,translated,eth_mainnet,main.json,ETH MAINNET,ETH MAINNET,11,11
id,translated,tokens_received_title,main.json,{{fromToken}} diterima - segera dibungkus,{{fromToken}} received - wrapping soon,38,41
id,translated,retry,main.json,Coba Lagi,Retry,5,9
id,translated,processing_subtext,main.json,Kami telah menerima permintaan Anda. Dana Anda akan dibungkus segera setelah proses dimulai. Tidak ada tindakan yang diperlukan.,We've received your request. Your funds will be wrapped as soon as the process begins. No action is needed.,107,128
id,translated,please_connect_supported_network,main.json,Silakan hubungkan ke salah satu jaringan yang didukung untuk melanjutkan,Please connect to one of our supported networks to continue,59,72
id,translated,unwrapping,main.json,membuka bungkus,unwrapping,10,15
id,translated,layerzero_oft,main.json,"LayerZero 
OFT","LayerZero 
OFT",14,14
id,translated,connect_wallet_subtitle,main.json,Ini akan menjadi tujuan untuk wXTM Anda,This will be the destination for your wXTM,42,39
id,translated,bridge_title_prefix,main.json,Jembatani,Bridge your,11,9
id,translated,close,main.json,Tutup,Close,5,5
id,translated,destination_address,main.json,Alamat tujuan,Destination address,19,13
id,translated,pending_title,main.json,Kami sedang {{action}} {{amount}} {{fromToken}} Anda,We're {{action}} your {{amount}} {{fromToken}},46,52
id,translated,tokens_received_subtext,main.json,Kami telah menerima {{fromToken}} Anda. Pembungkusan dalam antrian dan akan segera dimulai. Anda akan mendapatkan wXTM di alamat Ethereum Anda setelah selesai.,We've received your {{fromToken}}. Wrapping is queued and will begin shortly. You'll get wXTM at your Ethereum address once complete.,133,159
id,translated,success_wrapped,main.json,Kami telah membungkus {{amount}} {{fromToken}} Anda!,We've wrapped your {{amount}} {{fromToken}}!,44,52
id,translated,success_subtext,main.json,Konversi wXTM Anda telah selesai dan dana Anda telah disetorkan ke alamat yang ditentukan.,Your wXTM conversion has been complete and your funds have been deposited into the address specified.,101,90
id,translated,timeout_icon_alt,main.json,Waktu Habis,Timeout,7,11
id,translated,wallet_icon_alt,main.json,Ikon Dompet,Wallet icon,11,11
id,translated,bridge_title_suffix_break,main.json,"ke 
 rantai mana pun","to 
 any chain",14,20
id,translated,connect_wallet,main.json,Hubungkan Dompet,Connect Wallet,14,16
id,translated,unknown_transaction_status,main.json,Status transaksi tidak diketahui.,Unknown transaction status.,27,33
id,translated,switch_network,main.json,Ganti Jaringan,Switch Network,14,14
id,translated,pending_subtext,main.json,Anda akan menerima {{amount}} {{fromToken}} dalam waktu tidak lebih dari {{bridgingTime}}. Dana secara otomatis ditransfer dari dompet Tari Universe yang terhubung. Anda tidak perlu melakukan apa pun.,You'll receive {{amount}} {{fromToken}} in no more than {{bridgingTime}}. Funds are automatically transferred from your linked Tari Universe wallet. You don't need to do anything else.,184,200
id,translated,view_faqs,main.json,Lihat FAQ,View FAQs,9,9
id,translated,conversion_complete,main.json,Konversi {{toToken}} Anda telah selesai dan dana Anda telah disetorkan ke alamat yang ditentukan.,Your {{toToken}} conversion has been complete and your funds have been deposited into the address specified.,108,97
id,translated,something_went_wrong,main.json,Ada yang salah,Something went wrong,20,14
id,translated,amount_to_receive,main.json,Jumlah yang diterima,Amount to receive,17,20
id,translated,success_unwrapped,main.json,Kami telah membuka bungkus {{amount}} {{fromToken}} Anda!,We've unwrapped your {{amount}} {{fromToken}}!,46,57
id,translated,clock_icon_alt,main.json,Ikon Jam,Clock icon,10,8
id,translated,transaction_details,main.json,Detail Transaksi,Transaction Details,19,16
id,translated,wrapping,main.json,membungkus,wrapping,8,10
